CVE_ENTIDAD,ENTIDAD,CVE_MUNICIPIO,MUNICIPIO,CVE_LOCALIDAD,LOCALIDAD,INSTITUCION,NOMBRE_INSTITUCION,ESCUELA,NOMBRE_ESCUELA,CV_CONTROL,CONTROL,CV_SUBCONTROL,C_SUBCONTROL,ESC_POS_ESC,ALUM_POS_ESC,POS_HOMBRES_ESC,POS_MUJERES_ESC,NI_POS_TOTALES_ESC,NI_POS_HOMBRES_ESC,NI_POS_MUJERES_ESC,EGRE_POS_TOTAL_ESC,EGRE_POS_HOMBRES_ESC,EGRE_POS_MUJERES_ESC,TITU_POS_TOTAL_ESC,TITU_POS_HOMBRES_ESC,TITU_POS_MUJERES_ESC
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0288Z,INSTITUTO LEONARDO BRAVO A.C.,09PSU0303Y,"INSTITUTO LEONARDO BRAVO, A.C. PLANTEL VALLARTA",2,PRIVADO,1,PRIVADO,1,74,28,46,57,21,36,26,7,19,21,7,14
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0288Z,INSTITUTO LEONARDO BRAVO A.C.,09PSU4578N,"INSTITUTO LEONARDO BRAVO, A.C. PLANTEL CENTRO",2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,09MSU0289Y,"CENTRO DE DISEÑO, CINE Y TELEVISION",09PSU0289V,"CENTRO DE DISEÑO, CINE Y TELEVISION",2,PRIVADO,1,PRIVADO,1,211,79,132,119,46,73,138,41,97,5,2,3
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0290N,CENTRO TRILINGÜE,09PSU0290K,CENTRO TRILINGÜE,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0290N,CENTRO TRILINGÜE,09PSU0358A,CENTRO UNIVERSITARIO TRILINGÜE,2,PRIVADO,1,PRIVADO,1,441,147,294,224,62,162,206,98,108,0,0,0
9,CIUDAD DE MÉXICO,7,IZTAPALAPA,1,IZTAPALAPA,09MSU0291M,"COLEGIO TECNOLOGICO DE MEXICO, PLANTEL ZARAGOZA",09PSU0291J,"COLEGIO TECNOLOGICO DE MEXICO, PLANTEL ZARAGOZA",2,PRIVADO,1,PRIVADO,1,24,6,18,24,6,18,29,7,22,29,7,22
9,CIUDAD DE MÉXICO,6,IZTACALCO,1,IZTACALCO,09MSU0292L,INSTITUTO DE FORMACIÓN E INVESTIGACIÓN EN CIENCIAS DE LA EDUCACIÓN Y EL DEPORTE,09PSU0400Z,INSTITUTO DE FORMACIÓN E INVESTIGACIÓN EN CIENCIAS DE LA EDUCACIÓN Y EL DEPORTE,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,3,COYOACÁN,1,COYOACÁN,09MSU0294J,INSTITUTO DE ESTUDIOS SUPERIORES PARA PROFESIONALES DE LA EDUCACIÓN,09PSU0402Y,INSTITUTO DE ESTUDIOS SUPERIORES PARA PROFESIONALES DE LA EDUCACIÓN,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,1,BENITO JUÁREZ,09MSU0295I,CENTRO A+ D,09PSU0403X,CENTRO A + D,2,PRIVADO,1,PRIVADO,1,9,2,7,1,0,1,1,0,1,0,0,0
9,CIUDAD DE MÉXICO,3,COYOACÁN,1,COYOACÁN,09MSU0298F,ASOCIACIÓN DE CATEDRÁTICOS UNIVERSITARIOS AUTÓNOMOS,09PSU0405V,ASOCIACIÓN DE CATEDRÁTICOS UNIVERSITARIOS AUTÓNOMOS,2,PRIVADO,1,PRIVADO,1,43,19,24,29,15,14,35,10,25,11,3,8
9,CIUDAD DE MÉXICO,10,ÁLVARO OBREGÓN,1,ÁLVARO OBREGÓN,09MSU0299E,ACADEMIA DE ARTE DE FLORENCIA,09PSU0406U,ACADEMIA DE ARTE DE FLORENCIA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,09MSU0300D,INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,09NSU0060U,INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,1,PÚBLICO,1,FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0301C,FACULTAD JUDICIAL DE DERECHO TRIBUTARIO,09PSU0408S,FACULTAD JUDICIAL DE DERECHO TRIBUTARIO,2,PRIVADO,1,PRIVADO,1,147,86,61,91,53,38,73,35,38,47,24,23
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0302B,"CENTRO UNIVERSITARIO NICOLÁS BRAVO, S.C.",09PSU0409R,CENTRO UNIVERSITARIO NICOLÁS BRAVO,2,PRIVADO,1,PRIVADO,1,1,0,1,1,0,1,1,0,1,0,0,0
9,CIUDAD DE MÉXICO,12,TLALPAN,1,TLALPAN,09MSU0303A,"IPETH, INSTITUTO PROFESIONAL EN TERAPIAS Y HUMANIDADES",09PSU0410G,"IPETH, INSTITUTO PROFESIONAL EN TERAPIAS Y HUMANIDADES, CAMPUS TLALPAN",2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,8,LA MAGDALENA CONTRERAS,1,LA MAGDALENA CONTRERAS,09MSU0307X,ITACA ESCUELA SUPERIOR DE NEGOCIOS,09PSU0414C,ITACA ESCUELA SUPERIOR DE NEGOCIOS,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0309V,UNIVERSIDAD EN MOVIMIENTO,09PSU0416A,UNIVERSIDAD EN MOVIMIENTO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,12,TLALPAN,1,TLALPAN,09MSU0310K,ESCUELA DE DIETETICA Y NUTRICION DEL ISSSTE,09NSU0031Z,ESCUELA DE DIETETICA Y NUTRICION DE ISSSTE,1,PÚBLICO,1,FEDERAL,1,16,1,15,6,0,6,5,1,4,2,0,2
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0311J,ESCUELA SUPERIOR DE CINE,09PSU0417Z,ESCUELA SUPERIOR DE CINE,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,7,IZTAPALAPA,1,IZTAPALAPA,09MSU0312I,TECNOLOGICO IBEROAMERICANO DE LA CIUDAD DE MEXICO,09PSU0418Z,TECNOLOGICO IBEROAMERICANO DE LA CIUDAD DE MEXICO,2,PRIVADO,1,PRIVADO,1,33,20,13,25,16,9,24,10,14,10,5,5
9,CIUDAD DE MÉXICO,7,IZTAPALAPA,1,IZTAPALAPA,09MSU0313H,INSTITUTO MEXICANO DE ESTUDIOS SUPERIORES PARA LA ACTUALIZACION DE PROFESIONALES,09PNE0046M,INSTITUTO MEXICANO DE ESTUDIOS SUPERIORES PARA LA ACTUALIZACIÓN DE PROFESIONALES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,7,IZTAPALAPA,1,IZTAPALAPA,09MSU0313H,INSTITUTO MEXICANO DE ESTUDIOS SUPERIORES PARA LA ACTUALIZACION DE PROFESIONALES,09PSU0419Y,INSTITUTO MEXICANO DE ESTUDIOS SUPERIORES PARA LA ACTUALIZACION DE PROFESIONALES,2,PRIVADO,1,PRIVADO,1,166,50,116,110,37,73,156,43,113,138,38,100
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0315F,CENTRO DE ESTUDIOS JURÍDICOS CARBONELL,09PSU0421M,CENTRO DE ESTUDIOS JURÍDICOS CARBONELL,2,PRIVADO,1,PRIVADO,1,100,59,41,100,59,41,119,70,49,119,70,49
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0316E,IMAM INSTITUTO MATEMÁTICO Y ACTUARIAL MEXICANO,09PSU0422L,"IMAM, INSTITUTO MATEMÁTICO Y ACTUARIAL MEXICANO",2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0319B,INSTITUTO SUPERIOR EN CIENCIAS EMPRESARIALES,09PSU0424J,INSTITUTO SUPERIOR EN CIENCIAS EMPRESARIALES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,10,ÁLVARO OBREGÓN,1,ÁLVARO OBREGÓN,09MSU0320R,CENTRO DE ESTUDIOS SUPERIORES DE SAN ANGEL,09PSU0320O,CENTRO DE ESTUDIOS SUPERIORES DE SAN ANGEL,2,PRIVADO,1,PRIVADO,1,7,0,7,7,0,7,6,1,5,0,0,0
9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,1,BENITO JUÁREZ,09MSU0321Q,INSTITUTO DE POSGRADO DEL COLEGIO DE ABOGADOS DEL DERECHO PÚBLICO Y PRIVADO DE MÉXICO,09PSU0425I,INSTITUTO DE POSGRADO DEL COLEGIO DE ABOGADOS DEL DERECHO PÚBLICO Y PRIVADO DE MÉXICO,2,PRIVADO,1,PRIVADO,1,48,26,22,39,19,20,17,7,10,17,7,10
9,CIUDAD DE MÉXICO,6,IZTACALCO,1,IZTACALCO,09MSU0323O,"UNIVERSIDAD UNIVER MILENIUM, PLANTEL PANTITLAN",09PSU0427G,"UNIVERSIDAD UNIVER MILENIUM, PLANTEL PANTITLÁN",2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,12,TLALPAN,1,TLALPAN,09MSU0325M,CIRKO DE MENTE,09GAL0001O,CIRKO DE MENTE,1,PÚBLICO,1,FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0326L,INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN ORTEGA Y GASSET MÉXICO,09PSU0431T,INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN ORTEGA Y GASSET MÉXICO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,1,BENITO JUÁREZ,09MSU0327K,CÍRCULO DE ESTUDIOS EN PSICOTERAPIA EXISTENCIAL,09PSU0433R,CÍRCULO DE ESTUDIOS EN PSICOTERAPIA EXISTENCIAL,2,PRIVADO,1,PRIVADO,1,62,37,25,8,2,6,5,1,4,7,3,4
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0328J,INSTITUTO KUEPA,09PSU0434Q,INSTITUTO KUEPA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,1,BENITO JUÁREZ,09MSU0329I,INSTITUTO UNIVERSITARIO AMERIKE,09PSU0435P,INSTITUTO UNIVERSITARIO AMERIKE,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,3,COYOACÁN,1,COYOACÁN,09MSU0330Y,FACULTAD DE DERECHO DE LA CIUDAD DE MÉXICO,09PSU0436O,FACULTAD DE DERECHO DE LA CIUDAD DE MÉXICO,2,PRIVADO,1,PRIVADO,1,14,7,7,6,3,3,9,1,8,9,1,8
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0331X,UNIVERSIDAD GRUPO BECAS UDFSM,09PSU0437N,UNIVERSIDAD GRUPO BECAS UDFSM,2,PRIVADO,1,PRIVADO,1,288,135,153,98,48,50,174,91,83,98,63,35
9,CIUDAD DE MÉXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,09MSU0332W,CENTRO UNIVERSITARIO VATEL,09PSU0439L,CENTRO UNIVERSITARIO VATEL,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,7,IZTAPALAPA,1,IZTAPALAPA,09MSU0334U,CENTRO UNIVERSITARIO CÚSPIDE DE MÉXICO,09PSU0441Z,CENTRO UNIVERSITARIO CÚSPIDE DE MÉXICO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,2,AZCAPOTZALCO,1,AZCAPOTZALCO,09MSU0335T,INSTITUTO UNIVERSITARIO AZCAPOTZALCO,09PSU0442Z,INSTITUTO UNIVERSITARIO AZCAPOTZALCO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,09MSU0336S,"INSTITUTO DE CULTURA SUPERIOR, A.C.",09PSU5651M,"INSTITUTO DE CULTURA SUPERIOR, A.C.",2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,12,TLALPAN,1,TLALPAN,09MSU0337R,ESCUELA DE MEDICINA VETERINARIA Y ZOOTECNIA EN PEQUEÑAS ESPECIES,09PSU0443Y,ESCUELA DE MEDICINA VETERINARIA Y ZOOTECNIA EN PEQUEÑAS ESPECIES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0338Q,UNIVERSIDAD ORT MÉXICO,09PSU0338N,UNIVERSIDAD ORT MÉXICO,2,PRIVADO,1,PRIVADO,1,51,16,35,22,9,13,32,15,17,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0339P,ENSEÑA POR MÉXICO,09PSU0445W,ENSEÑA POR MÉXICO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0340E,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS"".",09GSU0012A,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS"". UNIDAD ACADÉMICA GUSTAVO A. MADERO",1,PÚBLICO,1,FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,3,COYOACÁN,1,COYOACÁN,09MSU0340E,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS"".",09GSU0013Z,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS"". UNIDAD ACADÉMICA COYOACÁN",1,PÚBLICO,1,FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,2,AZCAPOTZALCO,1,AZCAPOTZALCO,09MSU0340E,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS"".",09GSU0014Z,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS"". UNIDAD ACADÉMICA AZCAPOTZALCO",1,PÚBLICO,1,FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0340E,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS"".",09GSU0015Y,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS"". UNIDAD ACADÉMICA JUSTO SIERRA",1,PÚBLICO,1,FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,8,LA MAGDALENA CONTRERAS,1,LA MAGDALENA CONTRERAS,09MSU0340E,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MÉXICO ""ROSARIO CASTELLANOS"".",09GSU0017W,"INSTITUTO DE ESTUDIOS SUPERIORES DE LA CIUDAD DE MEXICO ""ROSARIO CASTELLANOS"". UNIDAD ACADÉMICA MAGDALENA CONTRERAS",1,PÚBLICO,1,FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0341D,UNIVERSIDAD INSURGENTES PLANTEL CHAPULTEPEC,09PSU0446V,UNIVERSIDAD INSURGENTES PLANTEL CHAPULTEPEC,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,09MSU0343B,CENTRO UNIVERSITARIO AULA DIGITAL MÉXICO,09PSU0448T,CENTRO UNIVERSITARIO AULA DIGITAL MÉXICO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0345Z,INSTITUTO PLURICULTURAL HUMANISTA PAULO FREIRE,09PSU0449S,INSTITUTO PLURICULTURAL HUMANISTA PAULO FREIRE,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0346Z,UNIVERSIDAD VALLE DORADO,09PSU0450H,UNIVERSIDAD VALLE DORADO,2,PRIVADO,1,PRIVADO,1,316,100,216,158,43,115,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,3,COYOACÁN,1,COYOACÁN,09MSU0347Y,INSTITUTO ANGLO DE EDUCACIÓN,09PSU0451G,INSTITUTO ANGLO DE EDUCACIÓN,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,3,COYOACÁN,1,COYOACÁN,09MSU0348X,INSTITUTO DE ESTUDIOS SUPERIORES EN EDUCACIÓN POR COMPETENCIAS,09PSU0452F,INSTITUTO DE ESTUDIOS SUPERIORES EN EDUCACIÓN POR COMPETENCIAS,2,PRIVADO,1,PRIVADO,1,420,88,332,172,31,141,184,59,125,102,38,64
9,CIUDAD DE MÉXICO,10,ÁLVARO OBREGÓN,1,ÁLVARO OBREGÓN,09MSU0349W,UNIVERSIDAD DE LA SALUD,09GSU0016X,UNIVERSIDAD DE LA SALUD,1,PÚBLICO,1,FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,1,BENITO JUÁREZ,09MSU0350L,"UNIVERSIDAD INSURGENTES PLANTEL VIADUCTO, S.C.",09PSU0350I,UNIVERSIDAD INSURGENTES PLANTEL VIADUCTO,2,PRIVADO,1,PRIVADO,1,2,1,1,0,0,0,2,1,1,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0351K,IMES UNIVESITARIOS,09PSU0453E,IMES UNIVERSITARIOS,2,PRIVADO,1,PRIVADO,1,3,1,2,3,1,2,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,1,BENITO JUÁREZ,09MSU0354H,INSTITUTO ARTEK,09PSU0455C,INSTITUTO ARTEK,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,1,BENITO JUÁREZ,09MSU0356F,FACULTAD LATINOAMERICANA UNIPOL,09PSU0457A,FACULTAD LATINOAMERICANA UNIPOL,2,PRIVADO,1,PRIVADO,1,65,40,25,55,33,22,54,31,23,54,31,23
9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,1,BENITO JUÁREZ,09MSU0359C,CENTRO LATINOAMERICANO EN ESTUDIOS DE POSGRADO EN DERECHO,09PSU0462M,CENTRO LATINOAMERICANO EN ESTUDIOS DE POSGRADO EN DERECHO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0360S,CENTRO DE CREADORES MUSICALES,09PSU0463L,CENTRO DE CREADORES MUSICALES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,1,BENITO JUÁREZ,09MSU0369J,UNIVERSIDAD CHAPULTEPEC A.C.,09PSU9963P,UNIVERSIDAD CHAPULTEPEC,2,PRIVADO,1,PRIVADO,1,286,76,210,143,37,106,77,22,55,102,21,81
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0370Z,"UNIVERSIDAD DE LA COMUNICACION, S.C.",09PSU8841Y,"UNIVERSIDAD DE LA COMUNICACION, S.C.",2,PRIVADO,1,PRIVADO,1,164,64,100,67,25,42,95,29,66,20,9,11
9,CIUDAD DE MÉXICO,15,CUAUHTÉMOC,1,CUAUHTÉMOC,09MSU0380F,INSTITUTO CESAR RITZ,09PSU0380C,INSTITUTO CESAR RITZ,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DPN0007L,SECRETARIA ACADEMICA -TRANSDISCIPLINARIOS,1,PÚBLICO,1,FEDERAL,1,105,69,36,17,11,6,32,17,15,32,17,15
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU0002X,CIEA DEPARTAMENTO DE CONTROL AUTOMATICO,1,PÚBLICO,1,FEDERAL,1,42,39,3,6,5,1,14,14,0,14,14,0
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU0003W,DEPARTAMENTO DE TOXICOLOGIA,1,PÚBLICO,1,FEDERAL,1,51,21,30,16,7,9,12,5,7,12,5,7
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU0004V,DEPARTAMENTO DE FARMACOLOGIA,1,PÚBLICO,1,FEDERAL,1,29,16,13,1,1,0,10,6,4,10,6,4
9,CIUDAD DE MÉXICO,12,TLALPAN,1,TLALPAN,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU0005U,CINVESTAV DEPARTAMENTO DE FARMACOBIOLOGIA,1,PÚBLICO,1,FEDERAL,1,61,26,35,17,7,10,18,6,12,18,6,12
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU0015A,DEPARTAMENTO DE COMPUTACION,1,PÚBLICO,1,FEDERAL,1,28,21,7,11,7,4,6,2,4,6,2,4
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU0026G,DEPARTAMENTO DE INFECTOMICA Y PATOGENESIS MOLECULAR,1,PÚBLICO,1,FEDERAL,1,57,32,25,14,10,4,21,13,8,17,13,4
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU0064J,CIEA DEPARTAMENTO DE MATEMATICA EDUCATIVA,1,PÚBLICO,1,FEDERAL,1,85,37,48,21,7,14,22,8,14,22,8,14
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU0066H,CIEA DEPARTAMENTO DE BIOMEDICINA MOLECULAR,1,PÚBLICO,1,FEDERAL,1,50,20,30,18,8,10,11,4,7,11,4,7
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU2186H,CIEA DEPARTAMENTO DE BIOLOGIA CELULAR,1,PÚBLICO,1,FEDERAL,1,52,18,34,6,1,5,14,4,10,14,4,10
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU2187G,CIEA DEPARTAMENTO DE BIOQUIMICA,1,PÚBLICO,1,FEDERAL,1,37,16,21,18,6,12,9,1,8,9,1,8
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU2201J,CIEA DEPARTAMENTO DE BIOTECNOLOGIA Y BIOINGENIERIA,1,PÚBLICO,1,FEDERAL,1,60,30,30,11,7,4,19,6,13,19,6,13
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU2226S,CIEA DEPARTAMENTO DE FISICA,1,PÚBLICO,1,FEDERAL,1,97,81,16,16,14,2,36,34,2,36,34,2
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU2229P,"CIEA DEPARTAMENTO DE FISIOLOGIA, BIOFISICA Y NEUROCIENCIAS",1,PÚBLICO,1,FEDERAL,1,76,38,38,24,15,9,20,12,8,20,12,8
9,CIUDAD DE MÉXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,09MSU0393J,CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS,09DSU2238X,CIEA DEPARTAMENTO DE GENETICA Y BIOLOGIA MOLECULAR,1,PÚBLICO,1,FEDERAL,1,75,36,39,24,13,11,26,9,17,26,9,17
