CVE_ENTIDAD,ENTIDAD,CVE_MUNICIPIO,MUNICIPIO,CVE_LOCALIDAD,LOCALIDAD,INSTITUCION,NOMBRE_INSTITUCION,ESCUELA,NOMBRE_ESCUELA,CV_CONTROL,CONTROL,CV_SUBCONTROL,C_SUBCONTROL,ESC_POS_ESC,ALUM_POS_ESC,POS_HOMBRES_ESC,POS_MUJERES_ESC,NI_POS_TOTALES_ESC,NI_POS_HOMBRES_ESC,NI_POS_MUJERES_ESC,EGRE_POS_TOTAL_ESC,EGRE_POS_HOMBRES_ESC,EGRE_POS_MUJERES_ESC,TITU_POS_TOTAL_ESC,TITU_POS_HOMBRES_ESC,TITU_POS_MUJERES_ESC
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0001N,UNIDAD U.P.N. 011 AGUASCALIENTES,01DUP0002H,UNIDAD U.P.N. 011 AGUASCALIENTES,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,55,15,40,21,5,16,0,0,0,1,0,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0003L,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES DE MONTERREY CAMPUS AGUASCALIENTES,01PSU0004H,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES DE MONTERREY CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,7,RINCÓN DE ROMOS,1,RINCÓN DE ROMOS,01MSU0006I,UNIVERSIDAD TECNOLOGICA DEL NORTE DE AGUASCALIENTES,01EUT0002T,UNIVERSIDAD TECNOLOGICA DEL NORTE DE AGUASCALIENTES,1,PÚBLICO,2,ESTATAL,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0007H,INSTITUTO ESTATAL DE SEGURIDAD PUBLICA DE AGUASCALIENTES,01ESU0001E,INSTITUTO ESTATAL DE SEGURIDAD PUBLICA DE AGUASCALIENTES,1,PÚBLICO,2,ESTATAL,1,12,8,4,12,8,4,16,11,5,16,11,5
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0008G,UNIVERSIDAD VILLASUNCION,01PSU0006F,UNIVERSIDAD VILLASUNCION,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0008G,UNIVERSIDAD VILLASUNCION,01PSU0015N,CIENCIAS BIOMEDICAS,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0008G,UNIVERSIDAD VILLASUNCION,01PSU0016M,CIENCIAS JURIDICAS,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0009F,UNIVERSIDAD DEL VALLE DE MEXICO,01PSU0007E,UNIVERSIDAD DEL VALLE DE MEXICO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0010V,CENTRO DE ESTUDIOS SUPERIORES DEL ESTADO DE AGUASCALIENTES,01PSU0008D,CENTRO DE ESTUDIOS SUPERIORES DEL ESTADO DE AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0011U,UNIVERSIDAD POLITECNICA DE AGUASCALIENTES,01EPO0001X,UNIVERSIDAD POLITECNICA DE AGUASCALIENTES,1,PÚBLICO,2,ESTATAL,1,21,10,11,13,4,9,0,0,0,3,2,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0012T,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,01PSU0027S,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,2,PRIVADO,1,PRIVADO,1,0,0,0,0,0,0,0,0,0,1,0,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0012T,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,01PSU0033C,UNIVERSIDAD LA CONCORDIA CAMPUS CENTRO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0013S,INSTITUTO CULTURAL DE AGUASCALIENTES,01ESU0003C,INSTITUTO CULTURAL DE AGUASCALIENTES,1,PÚBLICO,2,ESTATAL,1,10,5,5,5,4,1,0,0,0,1,0,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0015Q,UNIVERSIDAD DE ESTUDIOS AVANZADOS CAMPUS AGUASCALIENTES,01PSU0017L,UNIVERSIDAD DE ESTUDIOS AVANZADOS CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,1,0,0,0,0,0,0,15,7,8,9,3,6
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0017O,INSTITUTO ESCADIA,01PSU0019J,INSTITUTO ESCADIA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0019M,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS AGUASCALIENTES,01PSU0023W,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0021A,COLEGIO LATINOAMERICANO DE EDUCACION AVANZADA,01PSU0028R,COLEGIO LATINOAMERICANO DE EDUCACION AVANZADA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,1,PABELLÓN DE ARTEAGA,01MSU0022Z,INSTITUTO TECNOLOGICO DE PABELLON DE ARTEAGA,01DIT0001Z,INSTITUTO TECNOLOGICO DE PABELLON DE ARTEAGA,1,PÚBLICO,1,FEDERAL,1,6,5,1,4,4,0,2,1,1,1,1,0
1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,80,VIÑEDOS RIVIER,01MSU0024Y,UNIVERSIDAD DE DURANGO CAMPUS AGUASCALIENTES,01PSU0030F,UNIVERSIDAD DE DURANGO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0026W,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,01PSU0032D,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,3,CALVILLO,79,EL SALITRE,01MSU0027V,UNIVERSIDAD TECNOLOGICA DE CALVILLO,01EUT0003S,UNIVERSIDAD TECNOLOGICA DE CALVILLO,1,PÚBLICO,2,ESTATAL,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0028U,UNIVERSIDAD BRITÁNICA DE MÉXICO,01PSU0035A,UNIVERSIDAD BRITÁNICA DE MÉXICO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0029T,INSTITUTO TECNOLOGICO DE AGUASCALIENTES,01DIT0015C,INSTITUTO TECNOLOGICO DE AGUASCALIENTES,1,PÚBLICO,1,FEDERAL,1,128,69,59,29,18,11,42,19,23,42,19,23
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0011R,ESCUELA DE PEDAGOGIA DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,1,52,9,43,15,5,10,53,10,43,7,0,7
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0012Q,ESCUELA DE DERECHO DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,1,64,38,26,20,13,7,31,20,11,7,4,3
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0013P,ESCUELA DE INGENIERIA DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,1,173,113,60,119,73,46,143,96,47,61,41,20
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0014O,ESCUELA DE CONTADURIA Y ADMINISTRACION DE LA U. BONATERRA,2,PRIVADO,1,PRIVADO,1,265,163,102,97,58,39,141,84,57,49,27,22
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0034B,ESCUELA DE NEGOCIOS GASTRONOMICOS,2,PRIVADO,1,PRIVADO,1,20,8,12,0,0,0,7,3,4,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0051S,UNIVERSIDAD PANAMERICANA SEDE SAN TELMO,2,PRIVADO,1,PRIVADO,1,57,21,36,14,9,5,41,25,16,24,12,12
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0070G,ESCUELA DE ARQUITECTURA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0071F,INSTITUTO DE HUMANIDADES,2,PRIVADO,1,PRIVADO,1,10,4,6,0,0,0,0,0,0,12,5,7
1,AGUASCALIENTES,10,EL LLANO,74,EL RETOÑO,01MSU0031H,UNIVERSIDAD TECNOLOGICA EL RETOÑO,01EUT0004R,UNIVERSIDAD TECNOLOGICA EL RETOÑO,1,PÚBLICO,2,ESTATAL,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0032G,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE,01PSU0038Y,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE,2,PRIVADO,1,PRIVADO,1,22,11,11,0,0,0,2,0,2,4,2,2
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0032G,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE,01PSU0059K,UNIVERSIDAD LAS AMÉRICAS DE CENTRO OCCIDENTE,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0032G,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE,01PSU0065V,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE CAMPUS CENTRO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,7,RINCÓN DE ROMOS,1,RINCÓN DE ROMOS,01MSU0033F,INSTITUTO ALAMEDA A.C.,01PSU0036Z,INSTITUTO ALAMEDA A.C.,2,PRIVADO,1,PRIVADO,1,76,20,56,23,6,17,10,1,9,20,6,14
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0034E,CENTRO UNIVERSITARIO INTERNACIONAL DE MEXICO CAMPUS AGUASCALIENTES,01PSU0037Z,CENTRO UNIVERSITARIO INTERNACIONAL DE MEXICO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0036C,TECNOLOGICO PROFESIONAL EN HOTELERIA Y RESTAURANTES HUGO ALBERTO MEDRANO PARADA,01PSU0040M,TECNOLOGICO PROFESIONAL EN HOTELERIA Y RESTAURANTES HUGO ALBERTO MEDRANO PARADA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0037B,INSTITUTO UNIVERSITARIO DEL CENTRO DE MEXICO CAMPUS AGUASCALIENTES,01PSU0041L,INSTITUTO UNIVERSITARIO DEL CENTRO DE MEXICO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,7,RINCÓN DE ROMOS,1,RINCÓN DE ROMOS,01MSU0037B,INSTITUTO UNIVERSITARIO DEL CENTRO DE MEXICO CAMPUS AGUASCALIENTES,01PSU0058L,"INSTITUTO UNIVERSITARIO DEL CENTRO DE MEXICO, CAMPUS RINCON DE ROMOS",2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0038A,CENTRO DE ESTUDIOS PSICOANALITICOS MEXICANO DE AGUASCALIENTES A.C.,01PSU0043J,CENTRO DE ESTUDIOS PSICOANALITICOS MEXICANO DE AGUASCALIENTES A.C.,2,PRIVADO,1,PRIVADO,1,12,4,8,6,2,4,11,2,9,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,226,HACIENDA NUEVA,01MSU0040P,UNIVERSIDAD DE SANTA FE,01PSU0045H,UNIVERSIDAD DE SANTA FE,2,PRIVADO,1,PRIVADO,1,73,19,54,19,8,11,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,106,ARELLANO,01MSU0041O,INSTITUTO DE EDUCACION SUPERIOR AUTOMOTRIZ,01PSU0046G,INSTITUTO DE EDUCACION SUPERIOR AUTOMOTRIZ,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0042N,INSTITUTO CIENCIA APLICADA,01PSU0047F,INSTITUTO CIENCIA APLICADA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0043M,UNIVERSIDAD DINAMO DE AMERICA,01PSU0048E,UNIVERSIDAD DINAMO DE AMERICA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0044L,AISOL MEXICO,01PSU0049D,AISOL MEXICO,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,10,EL LLANO,1,PALO ALTO,01MSU0045K,INSTITUTO TECNOLOGICO EL LLANO AGUASCALIENTES,01DIT0002Z,INSTITUTO TECNOLOGICO EL LLANO AGUASCALIENTES,1,PÚBLICO,1,FEDERAL,1,30,18,12,11,6,5,14,6,8,7,2,5
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0046J,CENTRO UNIVERSITARIO DE ESTUDIOS DE LA SALUD DE AGUASCALIENTES,01PSU0050T,CENTRO UNIVERSITARIO DE ESTUDIOS DE LA SALUD DE AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0047I,INSTITUTO DE CIENCIAS FORENSES Y CRIMINOLÓGICAS,01PSU0052R,INSTITUTO DE CIENCIAS FORENSES Y CRIMINOLÓGICAS,2,PRIVADO,1,PRIVADO,1,0,0,0,0,0,0,8,4,4,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0048H,UNIVERSIDAD DE LA CIUDAD DE AGUASCALIENTES,01PSU0053Q,UNIVERSIDAD DE LA CIUDAD DE AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,5,JESÚS MARÍA,1,JESÚS MARÍA,01MSU0048H,UNIVERSIDAD DE LA CIUDAD DE AGUASCALIENTES,01PSU0064W,UNIVERSIDAD DE LA CIUDAD DE AGUASCALIENTES UNIDAD JESÚS MARÍA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0049G,CENTRO UNIVERSITARIO OCTAVIO PAZ,01PSU0054P,CENTRO UNIVERSITARIO OCTAVIO PAZ,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0050W,UNIVERSIDAD TECNOLOGICA DE AGUASCALIENTES,01EUT0001U,UNIVERSIDAD TECNOLOGICA DE AGUASCALIENTES,1,PÚBLICO,2,ESTATAL,1,11,9,2,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0051V,"CENTRO DE ACTUALIZACIÓN PROFESIONAL DE AGUASCALIENTES, A.C.",01PSU0055O,"CENTRO DE ACTUALIZACIÓN PROFESIONAL DE AGUASCALIENTES, A.C.",2,PRIVADO,1,PRIVADO,1,15,5,10,0,0,0,19,5,14,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0052U,TECNOLÓGICO UNIVERSITARIO DE AGUASCALIENTES,01PSU0056N,TECNOLÓGICO UNIVERSITARIO DE AGUASCALIENTES,2,PRIVADO,1,PRIVADO,1,133,49,84,66,21,45,40,12,28,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0053T,UNIVERSIDAD TECNOLÓGICA METROPOLITANA DE AGUASCALIENTES,01EUT0005Q,UNIVERSIDAD TECNOLÓGICA METROPOLITANA DE AGUASCALIENTES,1,PÚBLICO,2,ESTATAL,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0054S,"ESCUELA BANCARIA Y COMERCIAL, CAMPUS AGUASCALIENTES",01PSU0057M,"ESCUELA BANCARIA Y COMERCIAL, CAMPUS AGUASCALIENTES",2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,5,JESÚS MARÍA,1,JESÚS MARÍA,01MSU0055R,INSTITUTO DE ESTUDIOS UNIVERSITARIOS OPTIMIS DUOS MUNDI,01PSU0060Z,INSTITUTO DE ESTUDIOS UNIVERSITARIOS OPTIMIS DUOS MUNDI,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0056Q,INSTITUTO UNIVERSITARIO LUXX,01PSU0061Z,INSTITUTO UNIVERSITARIO LUXX,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0057P,CENTRO UNIVERSITARIO CESAN PLANTEL AGUASCALIENTES,01PSU0062Y,CENTRO UNIVERSITARIO CESAN PLANTEL AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,7,RINCÓN DE ROMOS,1,RINCÓN DE ROMOS,01MSU0059N,INSTITUTO INTERNACIONAL DE AGUASCALIENTES,01PSU0066U,INSTITUTO INTERNACIONAL DE AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,5,JESÚS MARÍA,245,EL LLANO,01MSU0060C,UNIVERSIDAD CUAUHTEMOC PLANTEL AGUASCALIENTES,01PSU0020Z,UNIVERSIDAD CUAUHTEMOC PLANTEL AGUASCALIENTES,2,PRIVADO,1,PRIVADO,1,388,135,253,171,58,113,165,59,106,101,34,67
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0061B,INSTITUTO DE ESTUDIOS SUPERIORES KUEPA,01PSU0067T,INSTITUTO DE ESTUDIOS SUPERIORES KUEPA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0062A,GLOBAL UNIVERSITY,01PSU0068S,GLOBAL UNIVERSITY,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0063Z,INSTITUTO GASTRONÓMICO DE AGUASCALIENTES,01PSU0069R,INSTITUTO GASTRONÓMICO DE AGUASCALIENTES,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0065Y,CENTRO DE ESTUDIOS SUPERIORES ALEXANDER HAMILTON,01PSU0073D,CENTRO DE ESTUDIOS SUPERIORES ALEXANDER HAMILTON,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0070J,CENTRO UNIVERSITARIO GALILEA,01PSU0021Y,DIR. DE CIENCIAS ECONOMICO Y ADMINISTRATIVO C. UNIVERSIDAD GALILEA,2,PRIVADO,1,PRIVADO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0070J,CENTRO UNIVERSITARIO GALILEA,01PSU0022X,DIR. DE CIENCIAS HUMANISTICAS Y SOCIALES C. UNIVERSIDAD GALILEA,2,PRIVADO,1,PRIVADO,1,26,16,10,8,4,4,3,2,1,3,2,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0215O,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,01USU0007Q,CENTRO DE LAS ARTES Y LA CULTURA,1,PÚBLICO,3,AUTÓNOMO,1,31,13,18,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0215O,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,01USU0008P,CENTRO DE CIENCIAS DE LA INGENIERIA,1,PÚBLICO,3,AUTÓNOMO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0215O,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,01USU0009O,CENTRO DE CIENCIAS EMPRESARIALES,1,PÚBLICO,3,AUTÓNOMO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0215O,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,01USU0018W,CENTRO DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,1,PÚBLICO,3,AUTÓNOMO,1,40,21,19,0,0,0,10,5,5,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0215O,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,01USU0050E,CENTRO DE CIENCIAS SOCIALES Y HUMANIDADES,1,PÚBLICO,3,AUTÓNOMO,1,86,38,48,16,5,11,22,11,11,14,4,10
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0215O,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,01USU0277J,CENTRO DE CIENCIAS BASICAS,1,PÚBLICO,3,AUTÓNOMO,1,105,60,45,30,20,10,33,16,17,16,9,7
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0215O,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,01USU0290D,CENTRO DE CIENCIAS DE LA SALUD,1,PÚBLICO,3,AUTÓNOMO,1,554,268,286,20,1,19,93,52,41,14,8,6
1,AGUASCALIENTES,5,JESÚS MARÍA,1,JESÚS MARÍA,01MSU0215O,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,01USU1384Z,CENTRO DE CIENCIAS AGROPECUARIAS,1,PÚBLICO,3,AUTÓNOMO,1,4,3,1,2,1,1,7,3,4,5,3,2
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0215O,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,01USU1387W,CENTRO DE CIENCIAS DEL DISEÑO Y DE LA CONSTRUCION,1,PÚBLICO,3,AUTÓNOMO,1,46,34,12,0,0,0,6,3,3,3,1,2
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU9001W,ESCUELA NORMAL SUPERIOR FEDERAL DE AGS. PROFR. JOSÉ SANTOS VALDÉS,01DNL0003A,ESCUELA NORMAL SUPERIOR FEDERAL DE AGS. PROFR. JOSE SANTOS VALDES,1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,0,0,0,0,0,0,52,16,36,52,16,36
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU9002V,CENTRO REGIONAL DE EDUCACION NORMAL DE AGUASCALIENTES,01DNL0001C,CENTRO REGIONAL DE EDUCACION NORMAL DE AGUASCALIENTES,1,PÚBLICO,5,FEDERAL TRANSFERIDO,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU9003U,ESCUELA NORMAL DE AGUASCALIENTES,01ENL0001B,ESCUELA NORMAL DE AGUASCALIENTES,1,PÚBLICO,2,ESTATAL,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,239,GENERAL JOSÉ MARÍA MORELOS Y PAVÓN (CAÑADA HONDA),01MSU9005S,"ESCUELA NORMAL RURAL ""JUSTO SIERRA MÉNDEZ""",01DNL0004Z,"ESCUELA NORMAL RURAL ""JUSTO SIERRA MÉNDEZ""",1,PÚBLICO,5,FEDERAL TRANSFERIDO,1,32,10,22,32,10,22,28,11,17,28,11,17
